timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,position
3309163009,0,3,5,1,0,-10,-3,-2,2
3309175474,5,-1,-4,9,5,20,7,-1,2
3309175474,-2,-1,-4,-1,-2,-8,-4,0,2
3309177120,0,0,-1,0,-2,-2,4,-3,2
3309177120,0,0,-4,-6,2,11,-10,-2,2
3309197598,2,0,1,1,1,4,5,0,2
3309197598,0,2,1,4,-3,-2,7,1,2
3309199203,-7,-2,-2,-4,-8,-1,-8,0,2
3309199203,-4,-2,-1,-2,-3,-19,-4,3,2
3309229406,-5,-4,-2,-1,-1,-11,-7,-1,2
3309229406,-1,-1,2,1,0,1,0,-5,2
3309229732,2,1,4,-2,-1,-9,-3,-5,2
3309229732,4,1,-2,2,2,27,7,2,2
3309235232,-3,2,0,0,-6,-15,-3,-2,2
3309235232,1,-4,-8,1,2,19,1,0,2
3309236780,0,-2,-6,1,3,-10,1,1,2
3309236780,-3,-3,4,-1,-2,-5,0,-1,2
3309257583,6,2,-1,3,3,4,7,2,2
3309257583,3,3,1,4,1,-10,-4,-2,2
3309259171,-2,1,-11,-4,0,9,-1,-2,2
3309259171,-8,-2,3,-4,-3,-10,-1,1,2
3309280071,-1,-4,-2,-3,1,7,4,1,2
3309280071,0,1,0,0,-1,2,7,-2,2
3309281631,1,-1,6,1,-2,-11,-7,0,2
3309281631,1,1,-2,-2,-3,2,-1,-3,2
3309294362,-4,-3,-2,-1,-2,-16,-5,-2,2
3309294362,3,-3,0,0,2,-1,-6,0,2
3309308747,-1,-1,0,-8,-1,8,3,-1,2
3309308747,-1,1,5,6,1,-4,5,1,2
3309317540,-5,0,4,2,-4,-4,-10,-2,2
3309317540,-1,-2,-6,-5,0,1,3,0,2
3309319127,4,0,3,-1,-1,-6,-8,1,2
3309319127,1,-2,-5,-1,1,-7,12,0,2
3309340001,-4,-3,-5,-2,-2,9,-14,-1,2
3309340001,-2,-1,4,-2,1,-3,11,4,2
3309341592,1,-2,-2,0,-5,-3,-1,-2,2
3309341592,5,2,-1,0,-3,-2,-3,1,2
3309354362,-4,-2,-2,-5,1,5,-7,-3,2
3309354362,-2,0,4,2,-1,8,2,0,2
3309361164,-1,1,7,2,2,6,1,0,2
3309361164,-2,-1,-6,2,-2,-10,-3,-1,2
3309377543,4,-2,1,0,1,7,14,5,2
3309377543,-2,1,-1,-2,-4,-9,-11,-3,2
3309379175,-4,1,3,-3,-2,2,-4,-1,2
3309379175,-2,1,2,1,-3,-6,0,-4,2
3309402420,2,1,-5,-5,0,-8,2,0,2
3309402420,4,0,2,2,4,11,-5,0,2
3309403097,-1,-4,1,-1,-3,6,12,0,2
3309403097,0,-1,-1,4,2,4,-5,0,2
3309414365,-3,0,1,-2,-5,-24,1,0,2
3309414365,-4,-4,-3,-2,-1,25,-9,0,2
3309421212,0,0,-2,6,2,-10,-1,2,2
3309421212,-3,-1,0,-4,-1,7,-7,-3,2
3309437517,-1,1,1,-1,-2,-11,9,-3,2
3309437517,-5,0,-12,0,0,4,8,0,2
3309439097,-7,-1,0,1,-3,0,-5,0,2
3309439097,2,-1,-5,-7,1,2,-2,1,2
3309460079,2,1,4,0,-1,-9,-3,-3,2
3309460079,1,0,-2,-1,3,14,-7,0,2
3309461600,-2,1,0,-2,-2,-7,7,-1,2
3309461600,-3,-1,1,7,-1,-2,-2,1,2
3309474352,-4,-1,4,-8,-5,5,-8,0,2
3309474352,-1,0,1,3,1,-11,8,2,2
3309481228,1,-1,-3,0,1,7,1,2,2
3309481228,-1,-4,-6,2,-3,-3,-7,-2,2
3309497523,1,-1,7,0,3,4,3,0,2
3309497523,-4,-2,-2,-2,-5,-16,-1,-3,2
3309499129,1,3,5,4,4,11,8,3,2
3309499129,-11,-3,-3,0,-6,-13,1,-1,2
3309520049,0,-2,-4,-1,1,1,-12,0,2
3309520049,4,2,8,2,-2,-5,7,-2,2
3309521620,-5,0,-4,-6,-6,-21,-13,0,2
3309521620,6,1,1,-1,8,19,8,0,2
3309534489,2,1,-3,2,-1,28,9,3,2
3309534489,-1,0,1,1,-3,-18,-12,-3,2
3309541472,1,0,1,0,-2,1,-5,-4,2
3309541472,-2,1,2,-4,2,6,15,2,2
3309557510,5,0,1,5,4,12,-1,4,2
3309557510,7,1,-3,-4,-1,-13,3,-2,2
3309559136,-3,-5,-5,0,1,11,6,-2,2
3309559136,1,-1,4,-1,-4,4,-9,-2,2
3309580064,1,2,-5,5,3,-5,4,1,2
3309580064,-12,-2,1,-5,-6,-6,1,1,2
3309581625,0,-2,0,-2,0,-8,-10,-4,2
3309581625,6,2,6,7,0,-2,3,1,2
3309594459,-6,-4,-7,-4,-2,-7,5,1,2
3309594459,-1,2,8,-8,-5,-1,-5,1,2
3309601200,-2,-2,-7,-4,-3,-5,-1,-3,2
3309601200,1,-4,1,-1,-1,-11,-4,-2,2
3309617540,-2,-1,2,-2,-6,-6,-6,-4,2
3309617540,0,-1,-5,0,2,2,0,5,2
3309619147,5,2,-1,-3,3,13,-3,-6,2
3309619147,-3,-2,-4,-2,-4,-6,4,0,2
3309640279,0,3,4,0,0,-5,1,-1,2
3309640279,1,-1,4,2,0,8,1,2,2
3309641690,-4,-2,-4,-4,-1,-12,-7,-1,2
3309641690,3,0,2,-9,-4,14,-8,0,2
3309653706,-2,0,-5,1,-2,-9,2,1,2
3309653706,-4,0,5,1,0,-2,-3,-1,2
3309662622,0,1,2,2,2,-2,-1,1,2
3309662622,-2,0,-3,-3,-4,-12,-9,-1,2
3309677563,-3,-5,-4,-2,0,-8,4,1,2
3309677563,-2,-1,-2,-1,0,-2,-8,1,2
3309679083,-3,-2,2,-6,-3,5,7,1,2
3309679083,2,1,-1,1,0,-4,-6,-3,2
3309700075,-1,1,-4,1,6,2,-5,-1,2
3309700075,-1,-1,-3,5,-3,5,-3,-1,2
3309701632,0,2,1,-5,-4,-6,-2,2,2
3309701632,4,2,6,1,4,-1,1,1,2
3309713719,-3,-1,-2,0,-4,-1,2,-2,2
3309713719,2,0,0,-2,0,-2,2,-3,2
3309730413,-3,-4,-1,0,-2,0,-5,0,2
3309730413,1,0,3,7,-1,-3,-2,-2,2
3309737521,0,-2,-1,-2,-4,4,-2,-4,2
3309737521,-6,-2,-7,1,3,-7,-2,-1,2
3309739090,6,0,3,0,3,5,6,2,2
3309739090,-5,-2,2,1,-1,-4,-7,-1,2
3309760062,-11,2,1,-4,-5,-8,-2,4,2
3309760062,3,0,0,-3,-2,-1,4,-4,2
3309761699,-2,-3,-5,4,1,6,6,-4,2
3309761699,0,0,-3,-10,-2,-14,2,0,2
3309782550,3,0,-4,4,2,17,-11,2,2
3309782550,-1,2,-1,3,4,6,0,0,2
3309784129,-8,2,0,0,-6,-15,-7,1,2
3309784129,0,-3,-2,-3,-2,-2,10,-2,2
3309797503,5,0,5,1,1,7,-8,-2,2
3309797503,0,-2,1,1,-3,-5,7,1,2
3309799118,5,0,4,0,0,-4,-2,-1,2
3309799118,-2,-2,-10,-1,3,12,1,0,2
3309819997,-6,0,5,-4,-2,-16,-4,-2,2
3309819997,3,-2,2,-1,-2,7,5,-2,2
3309821619,1,-3,-1,1,-3,-2,-6,-2,2
3309821619,0,3,-3,1,-3,-2,4,4,2
3309833666,-2,-1,0,-4,-3,8,0,-2,2
3309833666,0,0,0,2,1,0,-5,-3,2
3309842665,-5,-1,-1,-3,-2,-9,-12,-1,2
3309842665,-1,1,4,3,-1,10,14,0,2
3309865026,0,0,-4,-1,2,5,9,-1,2
3309865026,1,1,1,-8,-6,-9,-6,-2,2
3309866616,0,1,1,1,5,4,2,2,2
3309866616,-4,-2,-3,-5,-6,-10,-4,-2,2
3309879992,2,-1,5,-2,0,5,1,-1,2
3309879992,-5,-1,-3,0,-2,-11,-1,0,2
3309881650,-3,-1,-5,-2,2,14,6,-2,2
3309881650,-4,0,4,0,-3,-9,-10,-1,2
3309893617,6,1,4,8,3,0,9,2,2
3309893617,-2,-3,-10,-5,-3,1,-1,-1,2
3309902617,0,2,4,-1,-1,0,0,-2,2
3309902617,-3,0,-1,0,-2,-2,-2,-1,2
3309917500,4,-1,-1,1,-3,5,-7,-2,2
3309917500,-3,0,3,1,-1,5,5,0,2
3309919160,4,4,0,3,0,-6,0,0,2
3309919160,2,0,-3,0,4,24,-1,-2,2
3309940011,1,-1,-1,-1,-3,-11,2,1,2
3309940011,-2,-1,3,-1,-1,-7,-6,-1,2
3309941611,0,1,-4,-5,-2,13,6,0,2
3309941611,1,1,8,1,-1,-19,-16,0,2
3309953691,-4,-2,-10,0,1,13,15,-2,2
3309953691,-5,-1,2,0,-4,2,-2,1,2
3309962627,0,-2,-1,0,-1,-4,-7,-3,2
3309962627,1,0,0,3,3,-6,8,0,2
3309977539,-2,-3,0,-3,0,-9,-7,-1,2
3309977539,9,-1,1,-1,3,10,-3,1,2
3309979107,-5,-1,2,1,1,-1,-4,0,2
3309979107,2,0,-8,0,0,11,7,0,2
3309999865,0,-1,4,3,0,-3,-5,0,2
3309999865,-4,-4,-2,4,0,-9,-1,-2,2
3310006172,-4,-4,1,-3,-3,1,1,0,2
3310006172,1,0,-2,2,2,-7,-4,0,2
3310013787,-4,0,-5,-6,-4,-7,-1,1,2
3310013787,3,1,-1,1,0,2,-5,-1,2
3310022656,-1,-3,0,0,1,5,5,-2,2
3310022656,-4,2,3,-1,-4,12,2,1,2
3310037631,-3,1,-1,1,-3,0,-6,-3,2
3310037631,3,0,-4,-2,1,-2,4,1,2
3310039218,-2,-4,-3,-3,-4,-1,-1,0,2
3310039218,6,0,-2,2,4,0,9,2,2
3310060004,0,-1,0,2,3,-5,-4,-1,2
3310060004,2,3,-1,0,0,33,-3,-4,2
3310061610,-1,3,-3,1,0,-5,3,0,2
3310061610,0,-2,-1,-2,1,-5,-5,-1,2
3310073680,2,0,2,0,-1,-7,-7,-2,2
3310073680,-4,-3,2,-8,-3,-6,-8,1,2
3310082794,0,-1,1,0,-1,-5,19,1,2
3310082794,-6,1,-3,0,-1,-2,-7,-2,2
3310097587,2,-1,2,0,-1,-6,4,1,2
3310097587,-1,0,-2,1,0,-2,-3,-2,2
3310099213,2,5,2,5,0,1,-2,2,2
3310099213,0,-3,0,-5,-1,1,1,-3,2
3310120050,2,2,0,0,-2,5,-1,-1,2
3310120050,-1,-3,-6,2,1,-3,1,1,2
3310121636,-2,3,6,2,-1,-7,-6,1,2
3310121636,-3,-5,-3,1,-1,19,3,-1,2
3310142707,-6,-1,1,-2,-1,-20,-4,0,2
3310142707,-2,-3,1,-1,-1,10,0,-2,2
3310144204,1,-2,-3,1,1,5,7,-1,2
3310144204,-2,0,0,0,-1,-3,1,0,2
3310157644,3,0,-3,-2,-3,-4,-3,-4,2
3310157644,-1,1,-3,-3,1,0,10,-1,2
3310159165,1,3,1,0,-3,2,-10,-2,2
3310159165,0,3,0,0,0,-5,-11,3,2
3310179993,1,-2,-8,0,5,21,19,3,2
3310179993,-2,1,3,-4,-5,-24,-8,-1,2
3310181582,-3,-3,-5,-2,0,-10,-1,1,2
3310181582,-3,2,5,-3,-1,13,-3,-3,2
3310202661,-2,-1,2,1,-1,-12,-2,0,2
3310202661,1,-3,1,0,6,-4,5,1,2
3310204196,-3,-2,3,-5,-5,1,-10,0,2
3310204196,-5,-1,-6,-2,-4,-10,0,-1,2
3310217590,4,2,-3,-4,-1,2,0,-1,2
3310217590,-1,1,5,1,1,0,0,-2,2
3310219190,3,-1,4,4,1,5,-1,0,2
3310219190,-2,-2,-4,-5,-2,-8,-5,0,2
3310239970,4,0,1,-3,3,8,8,2,2
3310239970,-8,0,-2,1,-2,-7,-4,0,2
3310241573,-2,-1,0,-2,-1,-1,-7,-2,2
3310241573,1,0,5,6,-1,0,13,2,2
3310262590,-2,-2,2,1,-2,-3,-3,0,2
3310262590,1,2,-1,1,3,-3,-1,1,2
3310264166,-1,1,2,-4,0,4,1,2,2
3310264166,2,-2,0,-1,-1,-15,-14,-3,2
3310276666,-4,-3,0,-2,2,30,17,2,2
3310276666,-1,1,-1,-1,-4,-2,-3,-1,2
3310285200,-2,-1,0,-2,-2,-14,-1,-4,2
3310285200,-2,-1,-1,-1,-3,-7,-5,-1,2
3310300090,1,3,0,-3,-1,-4,-8,0,2
3310300090,-6,-4,-4,-1,-3,3,5,1,2
3310301692,-1,-5,-1,-3,-1,-4,2,-1,2
3310301692,1,0,1,1,3,3,-4,2,2
3310322597,-6,-5,-8,0,-2,-2,-2,-3,2
3310322597,-6,1,4,-5,-8,-5,1,0,2
3310324193,3,1,0,5,4,13,-4,0,2
3310324193,-1,-1,-1,0,-1,-3,4,1,2
3310337127,-3,-2,3,-2,0,-14,-10,-2,2
3310337127,8,0,-1,3,5,24,-11,-2,2
3310343725,-2,-2,-2,3,-1,-10,10,1,2
3310343725,-4,-2,2,-7,-6,14,-5,0,2
3310360091,3,3,1,7,3,11,-4,1,2
3310360091,2,-3,-3,-3,-2,-9,1,-2,2
3310361582,-2,1,-3,-2,-3,-2,-6,-3,2
3310361582,2,-2,0,-1,6,3,7,2,2
3310382485,1,-1,1,1,-1,-10,-5,-3,2
3310382485,-1,-1,0,0,2,7,3,-2,2
3310384090,0,0,1,3,3,14,-2,-1,2
3310384090,-2,-2,-2,0,-2,-5,4,-2,2
3310397192,-2,-2,-2,1,-1,-3,-4,-1,2
3310397192,1,0,0,0,-1,-3,-7,-1,2
3310403716,3,-1,-4,1,0,-2,9,3,2
3310403716,0,2,2,3,3,6,6,-1,2
3310420019,-6,-3,2,-1,-1,0,-10,-2,2
3310420019,2,0,-1,-2,0,-2,1,-2,2
3310421634,-5,-5,-9,-8,-4,-15,-8,-2,2
3310421634,1,4,5,7,0,5,8,0,2
3310442786,1,1,2,-2,0,-2,-1,2,2
3310442786,0,1,-5,1,2,-6,-2,2,2
3310444164,-4,-1,-1,-2,1,-4,2,-1,2
3310444164,-1,-2,-7,-5,-3,-7,-2,-1,2
3310456842,2,2,-1,-1,2,17,1,-3,2
3310456842,0,-3,3,3,-2,1,5,1,2
3310463691,3,0,2,2,-1,-6,5,-1,2
3310463691,-5,-3,0,-4,-3,-4,-6,-1,2
3310480107,1,1,0,-6,-3,-4,1,-1,2
3310480107,-4,-3,-1,1,-3,-17,-6,-3,2
3310481650,4,0,1,1,1,14,-2,1,2
3310481650,1,3,-3,-2,-3,-1,-1,1,2
3310502606,-3,-4,4,-4,-4,-16,-5,-1,2
3310502606,-1,2,2,1,-1,9,1,0,2
3310504154,-2,-3,3,0,-3,-10,-9,-2,2
3310504154,0,0,-4,-5,0,-7,-7,0,2
3310516924,-4,-3,-2,6,4,4,6,2,2
3310516924,-4,0,0,-4,-6,-5,6,1,2
3310523656,-1,1,0,3,0,2,-4,0,2
3310523656,5,-2,2,1,2,11,-1,-3,2
3310539968,-1,-1,-2,-3,-1,4,4,1,2
3310539968,1,-2,-4,1,2,-4,-1,-3,2
3310541585,1,1,-1,2,1,4,1,0,2
3310541585,0,0,-4,-3,-5,-9,-5,-3,2
3310563033,2,-1,-7,-4,-1,-9,7,0,2
3310563033,5,-2,4,0,2,22,8,0,2
3310564628,-4,0,3,-2,-2,4,0,-2,2
3310564628,1,-1,-1,5,3,9,-7,1,2
3310576850,3,1,2,4,-1,-6,2,-6,2
3310576850,-3,-2,-5,-13,-6,-5,-2,3,2
3310583880,-1,0,-4,1,4,7,8,1,2
3310583880,-2,3,0,1,-1,-1,1,1,2
3310600018,-1,0,0,0,-6,-1,-15,-1,2
3310600018,0,0,-6,2,-2,-12,9,0,2
3310601608,1,0,3,3,2,2,-2,-3,2
3310601608,-3,0,-2,-12,-3,4,-7,-2,2
3310622542,-4,-3,2,2,-1,-9,-3,-2,2
3310622542,4,3,2,4,3,11,16,1,2
3310624131,-1,-3,-10,-7,-4,-2,-5,-1,2
3310624131,0,0,2,5,1,-11,3,-1,2
3310636551,-2,1,0,1,2,14,-1,1,2
3310636551,2,0,1,-1,-1,-4,-6,-2,2
3310645228,0,-1,-4,-6,-1,-3,2,1,2
3310645228,-6,-3,2,-4,-3,-6,2,0,2
3310660094,4,-3,-3,-1,-2,6,-6,-1,2
3310660094,-3,-3,2,5,2,6,-1,1,2
3310661600,-2,1,0,-2,-4,-8,0,-1,2
3310661600,2,0,-4,0,-3,-7,0,0,2
3310682650,1,0,4,-5,2,16,-1,2,2
3310682650,-2,1,1,-2,-2,-7,-5,-2,2
3310684217,-2,-5,1,0,-4,-7,-6,0,2
3310684217,0,-1,1,1,-2,-13,-1,0,2
3310696157,-1,1,1,0,-2,2,-13,-2,2
3310696157,-2,2,0,-1,1,-16,10,2,2
3310705423,3,-1,2,3,5,20,-2,0,2
3310705423,-3,-1,-2,2,0,-1,-3,0,2
3310720038,-3,-1,-10,-7,-1,-7,0,1,2
3310720038,-3,-2,4,0,-3,1,-5,-4,2
3310721655,-3,-1,-6,-1,-2,-13,-1,-4,2
3310721655,7,-3,2,3,2,23,4,0,2
3310742843,-2,6,1,0,-1,-16,-9,-2,2
3310742843,5,-3,-3,6,4,13,9,0,2
3310744182,-4,2,5,-8,-8,-11,-7,-1,2
3310744182,-1,-4,-2,3,4,2,1,-1,2
3310756202,-1,-1,0,1,-6,-19,4,-1,2
3310756202,0,0,0,1,1,-2,-16,-4,2
3310765136,-1,1,2,0,1,-4,0,-3,2
3310765136,0,0,-6,-3,1,24,12,2,2
3310780011,-2,-2,-2,1,2,-4,-6,0,2
3310780011,1,-3,-1,1,-2,-4,-3,-1,2
3310781601,-1,-2,-2,1,-3,6,3,3,2
3310781601,0,2,-2,-2,-1,-3,5,0,2
3310802513,2,0,-3,7,4,4,1,1,2
3310802513,-1,0,0,-11,-6,0,4,0,2
3310804159,-3,-2,-5,-1,-2,-2,-3,0,2
3310804159,2,1,-3,1,-3,-5,-3,-1,2
3310816177,-2,0,-1,-4,-4,-11,7,4,2
3310816177,4,-1,1,1,0,6,-14,-4,2
3310825222,4,0,6,1,3,6,18,4,2
3310825222,-5,0,0,1,0,-5,-5,0,2
3310840488,0,-1,-3,-5,-3,-4,1,-2,2
3310840488,-5,1,-2,0,-4,-11,-11,-1,2
3310842058,4,0,0,1,4,-3,10,1,2
3310842058,-3,-4,-4,-4,-1,11,-5,-2,2
3310870023,-1,-1,3,3,0,2,11,-1,2
3310870023,-2,-1,0,1,-2,7,-2,-1,2
3310871630,-5,-1,-3,-2,-2,4,-5,1,2
3310871630,2,-2,1,6,-2,-12,-6,-2,2
3310876178,-1,-3,1,-13,-1,-3,2,-2,2
3310876178,-3,1,2,1,-2,-4,2,0,2
3310885255,2,1,-2,0,-1,-7,-3,-1,2
3310885255,-5,-1,4,-5,1,-9,-4,-1,2
3310899979,2,-1,1,3,-3,11,5,0,2
3310899979,0,-1,0,1,1,0,5,3,2
3310901601,-5,0,5,-4,-4,-10,-15,-4,2
3310901601,6,-3,-7,-1,4,-3,19,0,2
3310922455,-5,0,2,4,-2,0,-4,0,2
3310922455,-1,1,-5,-3,-3,0,-1,1,2
3310924087,0,-3,1,0,-2,8,5,-2,2
3310924087,-4,2,5,-1,-4,-8,-6,-3,2
3310936456,1,0,-5,1,1,3,-10,-1,2
3310936456,-1,-2,-2,-1,1,-6,19,1,2
3310945235,2,-2,-1,1,-5,4,-11,-1,2
3310945235,-4,-2,-2,1,0,-5,2,-1,2
3310960062,-1,3,6,1,-1,7,-1,2,2
3310960062,-2,-1,4,3,0,-14,-7,0,2
3310961621,1,-1,-4,2,2,12,6,2,2
3310961621,1,2,7,-1,2,10,-2,2,2
3310982762,2,2,-13,-6,-2,-8,1,-3,2
3310982762,1,-2,1,0,0,14,1,0,2
3310984260,-1,0,2,4,0,-10,-12,0,2
3310984260,0,-2,-1,-2,-2,-6,8,1,2
3310996372,0,-1,-2,2,3,18,12,-1,2
3310996372,0,-1,2,-1,-2,-5,-7,-2,2
3311005757,1,-3,-1,-2,2,-1,-7,0,2
3311005757,1,1,-3,-1,-2,2,5,-1,2
3311020097,1,-3,5,3,3,-6,-1,0,2
3311020097,-2,1,-4,-3,-4,-3,-3,-2,2
3311021645,0,2,4,3,-4,-3,5,-1,2
3311021645,2,-3,-5,-1,-1,6,-6,0,2
3311042516,-3,-1,-5,-7,-4,-8,4,2,2
3311042516,2,1,2,-2,2,4,-4,0,2
3311044532,-4,-2,-4,-2,-3,-1,-1,-2,2
3311044532,-1,1,3,-2,-4,0,0,-2,2
3311065175,-1,0,1,0,-3,-4,-4,-2,2
3311065175,-1,-1,2,1,1,-4,-1,0,2
3311066788,-3,0,0,-6,2,-3,6,1,2
3311066788,-2,-1,-2,0,-1,5,-9,0,2
3311080039,1,-1,-1,0,-1,-5,13,-2,2
3311080039,1,1,-7,-2,-2,2,-4,-1,2
3311081622,-6,0,4,-2,1,2,3,1,2
3311081622,0,0,0,2,0,-6,-1,1,2
3311102568,-1,-2,3,1,-2,5,-5,-1,2
3311102568,2,-1,-1,-2,2,1,1,1,2
3311104087,2,0,-10,-3,1,0,1,-2,2
3311104087,0,3,6,1,0,-1,-7,-1,2
3311125105,3,0,-1,7,3,15,3,0,2
3311125105,-3,0,-1,-1,-1,-3,8,1,2
3311126643,-1,-2,0,4,0,10,-7,-3,2
3311126643,2,0,1,-3,2,-10,7,-2,2
3311140025,2,-4,-6,-1,-1,16,-1,-1,2
3311140025,-1,1,1,1,0,-11,-7,-1,2
3311141609,1,-2,-1,0,-1,2,-7,-1,2
3311141609,1,-2,-4,3,-1,-2,15,1,2
3311162480,-1,2,4,-2,0,-4,-8,-1,2
3311162480,-4,0,-3,0,-1,-6,-5,-1,2
3311164117,-4,-2,1,-3,-4,7,-2,2,2
3311164117,-2,2,-2,-2,1,-1,10,1,2
3311185149,-1,1,0,-5,0,0,-12,-3,2
3311185149,-2,-2,-4,-1,-3,-1,-7,-1,2
3311186677,0,-1,3,2,0,-8,10,-1,2
3311186677,-1,0,-2,-2,-1,9,-7,0,2
3311199428,-1,1,2,3,-1,-6,-9,-1,2
3311199428,-5,0,-1,-2,-3,4,9,1,2
3311206138,-4,-2,-3,-1,-2,-3,-5,-2,2
3311206138,-1,-3,0,-3,-2,1,-1,-3,2
3311222598,-3,0,3,0,3,-9,5,4,2
3311222598,5,-2,4,3,3,11,-2,-3,2
3311224102,6,2,-2,0,1,-2,11,1,2
3311224102,-5,-1,-3,1,-5,-9,-9,-2,2
3311245166,1,3,-2,-2,1,-9,-4,-1,2
3311245166,1,0,1,4,1,9,12,0,2
3311246664,0,-2,0,-1,-4,-8,-1,0,2
3311246664,1,0,0,0,3,16,-6,-3,2
3311260492,-1,-3,-1,0,-2,-2,-1,-1,2
3311260492,-1,3,2,0,2,1,-6,0,2
3311266164,-4,-1,-1,1,-2,-7,8,-1,2
3311266164,-4,0,0,-2,-3,-19,-7,2,2
3311282546,5,-2,-3,6,0,8,-2,-3,2
3311282546,-2,-1,1,-7,-1,10,17,2,2
3311284420,-3,0,6,2,-1,-8,-10,1,2
3311284420,-2,-3,-4,-4,-2,-14,-7,0,2
3311305039,-6,-3,-5,-1,-2,-6,3,-2,2
3311305039,0,0,-2,-1,-2,-8,1,1,2
3311306590,0,0,2,-1,-2,14,-1,0,2
3311306590,3,-2,-2,0,4,1,-3,0,2
3311319383,-2,0,1,-4,-5,4,2,3,2
3311319383,2,-3,-6,1,-1,-4,2,-1,2
3311326253,2,1,1,-2,-1,5,-6,-2,2
3311326253,-6,0,1,5,-3,2,6,1,2
3311342773,2,-5,0,1,-2,-6,-8,0,2
3311342773,0,0,5,2,0,6,11,0,2
3311344241,-3,3,0,-1,-1,-7,-4,1,2
3311344241,2,1,1,-3,1,1,1,-1,2
3311365011,-1,2,-2,1,1,-7,-3,0,2
3311365011,-4,-1,3,0,-4,-3,-5,-2,2
3311366603,3,-2,0,-1,-1,-1,11,1,2
3311366603,-2,-2,0,0,-3,-6,2,-2,2
3311379356,-2,0,1,-3,-2,-3,3,4,2
3311379356,0,-2,-3,-2,-2,7,-15,-1,2
3311386518,1,-1,0,-2,0,-2,7,-2,2
3311386518,-2,1,1,0,0,-1,-7,1,2
3311402555,-2,-5,-6,-5,0,1,6,-1,2
3311402555,-2,-2,3,1,-3,-4,-3,-2,2
3311404129,-5,-2,1,-1,1,3,-7,1,2
3311404129,3,1,-5,-1,0,2,6,-2,2
3311425117,-2,-1,0,1,-3,1,-2,0,2
3311425117,0,-1,2,-4,0,-7,-9,-1,2
3311426686,-2,0,-1,0,2,11,-3,-1,2
3311426686,1,-3,-2,2,-3,15,7,-2,2
3311439364,-4,2,-1,-1,-1,-1,3,-2,2
3311439364,2,-1,2,4,-2,-9,-2,0,2
3311446140,4,-2,-4,1,1,1,-4,-1,2
3311446140,-4,-3,-6,-3,-2,2,-4,-1,2
3311462469,-2,-1,1,0,0,-2,-12,0,2
3311462469,0,0,-2,-3,-3,-7,8,0,2
3311464101,2,-2,-1,6,3,5,3,0,2
3311464101,2,0,3,2,0,6,-8,-2,2
3311485041,-2,0,-3,-3,-1,-2,3,-1,2
3311485041,1,4,-1,-2,0,3,-6,-4,2
3311487270,-5,0,-3,-5,-2,-5,0,1,2
3311487270,-1,-2,0,0,-2,0,2,1,2
3311499340,1,-2,-2,0,1,6,-3,-2,2
3311499340,-5,-2,-2,1,-2,-4,-3,-1,2
3311506190,3,1,-3,-2,-1,-11,2,-3,2
3311506190,-2,2,2,-3,-4,-5,-5,1,2
3311522543,-5,0,5,-1,-2,-2,2,-2,2
3311522543,-2,-2,-3,1,1,2,3,-1,2
3311524118,-3,1,-4,-3,-3,-4,-6,-1,2
3311524118,1,-4,-6,-2,-6,-16,8,0,2
3311545168,1,0,6,-2,-2,14,3,-1,2
3311545168,-1,-1,1,-1,1,-6,-1,2,2
3311546650,0,-1,1,5,-1,-5,-6,-3,2
3311546650,0,-2,-1,0,2,5,-11,-1,2
3311558652,0,3,-2,-1,-1,-1,18,1,2
3311558652,1,-3,1,1,-2,10,0,2,2
3311567661,2,-1,-2,-1,1,-4,-2,1,2
3311567661,0,1,-1,-2,0,1,-8,-2,2
3311582816,3,-3,2,3,1,3,18,2,2
3311582816,-1,0,-1,-3,-1,12,-15,-4,2
3311584264,1,-2,3,-1,1,2,3,0,2
3311584264,0,1,2,0,0,-18,5,0,2
3311605088,3,-2,-4,0,-1,12,-13,-1,2
3311605088,-6,0,-1,-1,-3,-8,0,1,2
3311606663,0,-2,-3,-1,-1,1,8,-1,2
3311606663,0,1,6,-1,2,-1,-5,-3,2
3311618710,1,-1,-1,-1,-3,-8,3,0,2
3311618710,-1,-5,-1,-5,1,4,3,0,2
3311627928,-2,0,2,1,-2,2,-4,-1,2
3311627928,-5,-1,2,-4,-3,-8,4,0,2
3311642534,0,1,-2,4,-1,-7,-12,-1,2
3311642534,-1,0,0,1,2,-4,1,-2,2
3311644117,-4,-2,2,-3,-2,-3,-3,-2,2
3311644117,5,0,-3,3,2,18,17,4,2
3311665021,-5,-3,3,-1,-3,-5,-7,1,2
3311665021,1,3,-2,0,0,-6,-2,0,2
3311666607,-1,-1,-1,-3,0,4,-1,0,2
3311666607,1,0,-4,1,-2,-10,-4,-2,2
3311678707,-3,-3,-1,1,0,9,-3,-1,2
3311678707,0,0,-5,0,1,-8,5,1,2
3311687680,-5,-3,3,-4,-2,-8,-8,0,2
3311687680,0,-4,-1,-1,1,7,4,2,2
3311702495,2,0,6,-2,-3,4,6,-1,2
3311702495,0,0,4,0,1,-4,-5,-3,2
3311704090,-1,1,-2,1,-2,-1,1,-2,2
3311704090,-1,-1,-3,-2,1,3,-8,-1,2
3311725015,-3,-1,1,1,-1,-11,-2,-1,2
3311725015,-1,1,0,2,0,7,0,0,2
3311726687,4,-2,-3,2,1,9,4,1,2
3311726687,-1,-3,1,-1,1,-1,-1,-2,2
3311738919,0,-2,3,1,0,1,-4,0,2
