timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,position
3448759545,1,1,4,-6,-3,-10,6,-2,1
3448759545,2,2,1,1,-1,2,-29,10,1
3448779235,0,2,1,3,2,10,-6,1,1
3448779235,-1,1,0,-2,-6,-9,16,2,1
3448780876,3,0,-5,3,3,8,36,0,1
3448780876,-3,8,2,-3,-3,-9,-54,-10,1
3448801785,-1,-3,-1,-1,0,-3,19,4,1
3448801785,0,2,2,0,0,11,-22,-1,1
3448803445,-4,-7,-2,-2,-4,-16,15,2,1
3448803445,-5,1,1,-1,-3,-13,-2,-7,1
3448816778,6,4,1,2,4,12,10,2,1
3448816778,2,-3,-3,0,0,8,-11,-2,1
3448818394,-9,-2,2,-2,-5,-16,-56,-10,1
3448818394,4,-7,-1,2,4,7,66,3,1
3448839230,-2,3,3,0,-3,2,-16,-3,1
3448839230,-5,2,0,-5,-5,-27,10,-2,1
3448841268,3,-4,0,2,0,22,12,5,1
3448841268,-11,-6,-1,0,-1,-8,-41,-9,1
3281570175,0,1,3,2,-1,-2,1,0,2
3281570175,-1,-2,-4,-1,-1,-3,-8,-5,2
3281576482,1,-1,-4,2,7,6,10,4,2
3281576482,-13,-1,3,-5,-7,-3,-8,2,2
3281578570,1,-2,-7,-2,1,3,-6,-3,2
3281578570,6,2,2,0,1,-3,1,-1,2
3281579378,-1,-1,4,3,-4,-3,-9,-2,2
3281579378,-2,0,-3,0,1,-1,1,0,2
3281581520,-2,-1,-5,2,1,1,8,0,2
3281581520,-3,-2,3,4,0,4,-1,1,2
3281596608,0,0,-2,-19,-4,8,6,-2,2
3281596608,6,1,-5,6,1,-3,3,0,2
3281605330,-4,-2,7,1,0,1,-1,-4,2
3281605330,-3,-1,-13,0,-8,-8,3,2,2
3281619403,4,1,-2,0,3,-10,-2,-2,2
3281619403,2,0,6,-3,2,9,-1,-2,2
3281627215,-5,0,-2,-4,-5,2,2,2,2
3281627215,2,-2,3,4,2,3,11,-2,2
3281642507,6,0,-2,-1,0,-7,-8,-2,2
3281642507,-3,-1,1,-4,-4,-9,-10,-4,2
3281643101,-2,-2,0,-2,3,-1,-1,2,2
3281643101,-2,2,4,3,1,4,0,2,2
3281689125,-4,-1,2,-4,-3,1,1,3,2
3281689125,2,1,2,8,3,3,3,-2,2
3281689927,3,0,-9,-8,-1,0,-3,-2,2
3281689927,-1,0,-5,-3,0,-4,0,2,2
3281690782,0,1,6,4,2,-2,-1,-3,2
3281690782,-1,0,-4,-1,3,-2,-2,-5,2
3281703457,-1,-1,9,-2,-1,2,1,4,2
3281703457,-2,-1,-4,3,1,0,-2,-2,2
3281704255,1,-2,-5,-3,-1,2,5,-4,2
3281704255,-5,-2,1,1,-4,-1,-1,1,2
3281710287,-4,-1,-2,-3,-2,-6,-2,-3,2
3281710287,4,1,3,7,6,-6,0,-2,2
3281716324,0,0,-4,0,0,6,1,-1,2
3281716324,0,1,4,1,-3,1,-3,1,2
3281732815,2,-1,-6,-1,0,-1,1,-1,2
3281732815,2,0,0,0,-3,-7,-3,-1,2
3281738850,-2,1,-4,-2,0,-4,-3,-1,2
3281738850,-7,-6,-9,-1,1,2,1,-1,2
3281763397,-3,0,0,3,2,-2,-5,0,2
3281763397,-2,0,2,-3,-3,4,1,-2,2
3281764181,2,-6,-2,1,5,1,-2,-5,2
3281764181,1,2,0,3,1,0,-2,-1,2
3281776407,6,1,5,2,4,2,3,-2,2
3281776407,-3,0,-3,5,4,5,-2,1,2
3281784072,-3,1,-2,3,-3,-2,-3,1,2
3281784072,4,-3,-6,-9,-4,-3,0,1,2
3281799611,0,-2,2,7,3,1,2,1,2
3281799611,4,2,4,-2,-1,-1,1,0,2
3281800375,-3,-2,-1,-3,-4,-4,-4,-2,2
3281800375,0,1,2,1,1,-1,3,0,2
3281821940,-4,1,-5,0,-2,-2,-3,-1,2
3281821940,0,-4,-1,-3,-3,-3,4,-4,2
3281822755,1,0,0,0,1,-3,1,0,2
3281822755,1,4,-5,-2,-1,0,-5,1,2
3281836329,-1,-3,-6,-6,-7,-2,-2,-1,2
3281836329,1,-1,5,0,-3,-3,-2,-2,2
3281843828,-2,-1,1,2,1,0,0,1,2
3281843828,-5,-1,4,-1,0,-1,-2,0,2
3281859572,1,2,-4,2,-2,1,1,-1,2
3281859572,2,-1,2,-6,-1,0,-5,0,2
3281860266,-6,-4,-4,2,-3,-9,-4,-1,2
3281860266,3,2,4,-9,-2,6,4,0,2
3281881969,-2,0,-3,6,0,-2,-3,-1,2
3281881969,-2,-1,2,0,1,1,-4,0,2
3281882745,5,0,2,5,0,2,6,0,2
3281882745,-6,-4,-1,2,0,-5,-5,-1,2
3281896398,-1,-1,7,-2,-2,5,1,2,2
3281896398,-3,0,-11,-4,-1,0,2,-1,2
3281903852,2,1,3,0,1,-1,-2,0,2
3281903852,5,1,6,0,0,-2,-4,-3,2
3281919537,0,0,-1,8,-5,9,7,-2,2
3281919537,-2,0,-2,-1,-1,-7,3,1,2
3281920311,1,1,3,-3,-3,0,-5,0,2
3281920311,-3,-3,-1,-8,-3,-5,0,-4,2
3281942008,1,0,6,4,3,6,2,0,2
3281942008,-4,-1,-4,0,-6,-5,-3,-3,2
3281942790,-5,1,1,-3,-4,-14,0,1,2
3281942790,2,0,-7,3,8,9,-4,1,2
3281956370,-4,1,0,-1,-1,5,3,2,2
3281956370,3,2,3,5,-2,0,-3,1,2
3281963853,7,1,-1,-16,-5,1,-4,-2,2
3281963853,-5,-1,-2,4,-6,-12,-7,-3,2
3281980950,-3,-2,-2,-7,0,-5,10,-1,2
3281980950,-4,-3,4,0,2,6,-1,2,2
3281981949,0,0,-3,4,-2,3,-4,1,2
3281981949,5,-3,1,-8,-4,2,0,0,2
3282003452,0,0,3,1,6,19,0,-2,2
3282003452,1,0,-7,1,-4,-5,1,0,2
3282004224,0,2,4,7,4,0,4,0,2
3282004224,-2,2,0,-8,-5,8,2,-2,2
3282016329,2,0,1,0,-1,-8,-6,0,2
3282016329,6,-1,-2,-7,0,2,-2,-3,2
3282023836,-8,0,-3,-1,-1,-7,-2,-3,2
3282023836,0,4,-3,10,2,9,1,3,2
3282039591,-2,-5,-1,-7,-4,-13,-6,-1,2
3282039591,0,2,0,-4,0,5,2,2,2
3282040303,0,1,-5,1,5,7,3,0,2
3282040303,2,1,6,2,-4,1,1,-3,2
3282061947,3,0,-7,-5,-1,-8,-4,0,2
3282061947,-3,4,-2,0,1,11,-2,2,2
3282062750,0,-2,-4,3,0,-1,7,0,2
3282062750,-5,-2,-1,-10,-2,5,0,0,2
3282076348,0,-4,-2,5,2,-9,-2,-1,2
3282076348,3,-3,1,-1,-4,-11,-6,-2,2
3282084058,-4,-1,-7,-2,0,2,-1,3,2
3282084058,-10,-2,1,-3,-5,-15,0,-1,2
3282099506,3,4,5,1,0,9,-2,-1,2
3282099506,0,4,-2,3,-1,-6,1,3,2
3282100239,5,-2,6,1,-1,6,-7,-2,2
3282100239,-5,-3,-6,3,4,-2,0,-3,2
3282124595,-4,-1,2,3,0,-5,-5,1,2
3282124595,-4,-7,-1,-2,-2,3,0,-3,2
3282124759,5,1,0,3,4,8,2,-1,2
3282124759,2,-2,0,6,0,-4,1,3,2
3282144507,-3,-1,-6,-3,-1,0,-2,-5,2
3282144507,-1,3,5,-4,-1,-1,-1,2,2
3282145749,-1,-2,-3,1,1,-3,1,2,2
3282145749,4,-1,-4,0,0,-4,1,0,2
3282159496,5,2,-3,2,1,3,-1,-5,2
3282159496,-4,-3,0,0,-2,-6,-1,1,2
3282160574,-1,0,-1,0,-2,7,0,1,2
3282160574,1,-1,1,2,3,1,0,0,2
3282182713,0,-3,3,1,0,-6,-3,0,2
3282182713,-1,-2,-5,-8,-2,-7,1,-3,2
3282182748,6,1,4,2,1,5,-2,-1,2
3282182748,-5,-2,-1,6,0,-5,3,2,2
3282196815,-4,-4,-3,-10,-4,-9,2,0,2
3282196815,0,-2,3,4,1,5,0,-3,2
3282203941,-4,-2,1,1,-1,-7,1,0,2
3282203941,-5,2,0,-1,1,0,-2,-2,2
3282219527,0,-2,3,6,-2,-4,-2,-5,2
3282219527,-5,-3,-3,-1,-4,2,1,1,2
3282220429,5,-1,-2,-8,-6,8,4,0,2
3282220429,11,0,3,6,4,1,1,-1,2
3282242634,-2,4,-1,2,2,11,2,2,2
3282242634,-6,-2,0,1,3,-1,-2,-3,2
3282242717,4,0,3,-1,1,-1,-4,-3,2
3282242717,0,-1,-5,-2,-2,-3,1,1,2
3282264456,-2,-1,1,-5,-4,-6,0,1,2
3282264456,-4,-5,4,0,2,-2,-2,-4,2
3282265277,-12,-3,-5,-4,-5,-9,-3,0,2
3282265277,2,-2,4,0,-2,-6,-3,1,2
3282279494,3,1,4,6,0,-1,0,4,2
3282279494,1,1,-5,3,1,9,2,1,2
3282280252,-9,2,0,-3,-4,-6,-5,-1,2
3282280252,2,-6,-1,-2,-2,-3,-2,-3,2
3282301996,2,3,5,3,5,23,4,0,2
3282301996,0,2,-6,3,-5,-8,-1,1,2
3282302771,-6,-1,-1,-1,-1,6,2,-4,2
3282302771,1,3,3,-4,-6,-2,-3,1,2
3282324502,4,0,-2,1,2,-21,-4,-1,2
3282324502,6,1,-4,6,8,41,4,0,2
3282325272,-5,-3,-4,-3,-4,-9,-3,0,2
3282325272,-3,0,3,1,-1,4,-1,0,2
3282339554,-7,-3,9,-5,-5,-41,-6,-1,2
3282339554,6,0,-7,-2,6,17,5,4,2
3282340342,2,0,3,1,-3,-3,-8,-1,2
3282340342,-3,-1,4,3,2,-11,-3,-1,2
3282361968,3,-3,-8,0,-2,19,2,-1,2
3282361968,-4,-3,5,-3,-2,-19,-5,3,2
3282362736,2,-1,-3,-3,0,2,1,-1,2
3282362736,-1,-1,-3,-1,1,-5,1,2,2
3282384479,8,-1,3,1,1,15,-3,-1,2
3282384479,-10,2,3,5,3,-15,0,-2,2
3282385245,4,4,8,9,2,2,4,0,2
3282385245,-4,-7,-11,-4,0,2,-2,-4,2
3282399594,1,-2,-1,-7,-4,0,0,-2,2
3282399594,0,0,2,5,3,-6,3,-2,2
3282400255,2,0,-1,-1,-2,-1,1,5,2
3282400255,-4,3,-4,2,-2,10,-2,-2,2
3282422550,-7,2,-3,4,1,-32,-2,0,2
3282422550,2,0,4,0,-5,34,0,-1,2
3282422727,-2,0,2,0,1,-5,1,-2,2
3282422727,4,-2,-1,-4,0,9,5,0,2
3282444458,-6,-1,-3,-6,-5,-9,-2,0,2
3282444458,2,1,9,4,-1,1,-4,-5,2
3282445573,0,-2,-9,-1,1,4,2,0,2
3282445573,6,3,12,-1,2,19,2,-1,2
3282459506,-1,-3,-1,2,0,7,2,-1,2
3282459506,2,-2,-16,-6,-4,-18,0,-1,2
3282460251,0,1,10,-5,-5,4,-3,-2,2
3282460251,-6,-1,-5,-1,-4,-24,0,1,2
3282481969,-9,-2,1,1,1,9,-1,0,2
3282481969,-8,0,2,-4,-3,-14,-3,1,2
3282482877,-6,-1,-6,2,-5,-17,-2,-3,2
3282482877,7,1,-1,6,13,30,5,2,2
3282504490,5,-1,0,-3,-3,0,3,-1,2
3282504490,4,-1,2,0,-3,-14,-6,-4,2
3282505211,0,-1,-1,2,-2,0,5,0,2
3282505211,3,2,3,-7,-5,-9,-3,-1,2
3282519525,-4,1,-5,-2,-2,12,-1,-3,2
3282519525,-2,-4,-2,-6,-5,-12,-1,-2,2
3282520219,4,-3,6,6,5,5,-2,1,2
3282520219,3,-1,-3,8,6,-1,0,-1,2
3282541957,1,2,3,-4,-1,6,-2,-2,2
3282541957,6,1,-3,-8,-2,1,1,-2,2
3282542753,-1,-4,-1,0,0,-6,-1,0,2
3282542753,0,2,1,1,0,-2,1,1,2
3282564466,-2,-2,-5,-6,-4,-19,-4,-1,2
3282564466,-11,2,5,1,-1,2,2,1,2
3282565263,-11,-1,-4,-8,0,-4,-7,-3,2
3282565263,5,1,2,0,-1,11,1,-3,2
3282579454,1,-3,-4,-2,-1,1,3,-1,2
3282579454,7,2,-2,11,3,3,1,0,2
3282580247,3,-2,-3,-10,-2,13,6,2,2
3282580247,-9,0,-1,1,-6,-14,-1,-3,2
3282602058,0,1,3,2,3,-2,1,1,2
3282602058,-9,-3,-3,-6,-6,-2,-4,-3,2
3282602744,11,0,3,2,3,1,-2,1,2
3282602744,6,-3,-10,-9,-2,4,7,-1,2
3282624474,1,3,1,11,4,7,1,0,2
3282624474,8,1,-1,-3,2,5,2,-2,2
3282625289,1,2,9,3,-3,-25,-7,-4,2
3282625289,3,-3,-6,0,4,6,0,4,2
3282639574,3,4,0,4,-1,5,2,3,2
3282639574,-2,2,1,2,2,11,0,2,2
3282640294,-9,-4,-7,3,0,-4,0,-2,2
3282640294,-6,0,5,-5,-8,-10,-6,-4,2
3282670270,-3,-1,-10,-1,0,3,0,0,2
3282670270,2,1,5,2,-2,-4,-1,3,2
3282670957,-2,1,-8,-3,2,7,2,1,2
3282670957,-5,1,6,3,-2,-12,0,4,2
3282684748,-3,-6,4,-2,-2,12,-2,-3,2
3282684748,0,-1,-8,-7,-5,-7,0,-3,2
3282685281,-4,0,6,-6,-5,5,2,-1,2
3282685281,-2,-2,-4,-3,-4,-11,-5,-2,2
3282707023,-7,0,7,6,-3,-5,-2,0,2
3282707023,-2,-4,6,-7,-4,1,-1,1,2
3282707792,6,4,3,7,3,2,3,2,2
3282707792,-2,-2,-6,4,1,8,-1,0,2
3282730951,0,-1,2,-8,-4,-13,-1,-1,2
3282730951,2,-1,2,2,-2,9,1,0,2
3282730981,0,-3,-5,2,4,-2,-1,1,2
3282730981,1,0,5,-8,-5,-9,-5,-4,2
3282744505,-1,-1,-2,0,3,14,-3,2,2
3282744505,-3,-1,1,2,-1,-5,5,2,2
3282745269,0,-2,-5,-7,-3,-8,-4,-5,2
3282745269,-7,-1,-6,-5,-3,4,1,2,2
3282767028,-2,-1,0,-4,-2,-3,-5,0,2
3282767028,-2,-1,-6,1,-3,-7,-2,1,2
3282767771,1,-1,8,4,0,-1,0,0,2
3282767771,-1,1,-10,-10,-1,13,-1,-1,2
3282790395,0,-1,4,-2,-1,-7,1,0,2
3282790395,4,-1,5,5,1,-4,-1,-2,2
3282791045,-4,-2,-7,-1,-3,5,0,-4,2
3282791045,1,-1,6,7,0,0,-3,1,2
3282804309,1,-1,-1,0,-1,-9,1,-1,2
3282804309,-3,-4,-1,-1,-1,-4,-3,-1,2
3282812082,-11,-2,2,-7,-6,-1,0,3,2
3282812082,1,1,9,10,6,-7,1,-3,2
3282826998,6,1,-8,-10,-1,4,-2,-3,2
3282826998,-2,-1,-1,1,-2,-5,2,0,2
3282827756,4,2,2,4,2,-4,-2,0,2
3282827756,-4,-1,0,-2,-5,9,2,2,2
3282850266,3,0,-4,0,-4,-6,2,2,2
3282850266,-14,-4,-5,1,3,8,-1,-5,2
3282850992,1,-1,-2,2,4,7,-2,0,2
3282850992,4,3,4,-1,0,-7,-1,-2,2
3282864484,-2,0,1,3,-2,1,-1,-2,2
3282864484,-2,0,-2,0,6,6,0,3,2
3282865309,-3,0,0,2,-2,1,0,0,2
3282865309,-2,-1,-7,1,1,-7,-1,0,2
3282887276,4,-1,-6,3,-1,3,0,-2,2
3282887276,0,-1,7,3,-3,-25,-1,-3,2
3282887838,-6,-5,7,-4,-4,24,3,2,2
3282887838,4,-1,1,-1,2,6,2,0,2
3282910135,3,1,-6,4,5,-2,-1,-2,2
3282910135,5,0,11,3,-1,-7,-2,0,2
3282910966,5,2,-5,1,-4,0,-4,-2,2
3282910966,-7,-5,-4,-4,1,-7,3,-3,2
3282924533,0,1,-5,-4,-3,2,3,2,2
3282924533,3,1,3,-6,-3,2,-4,-5,2
3282925210,2,-1,-4,-2,4,-3,4,0,2
3282925210,-2,0,4,2,-3,1,-1,2,2
3282947033,1,-2,5,2,0,-7,-3,-1,2
3282947033,0,-4,-9,2,6,10,0,1,2
3282947844,2,1,2,2,0,-2,-1,-2,2
3282947844,-2,-3,-10,-2,-4,-6,-4,-4,2
3282970204,1,0,-1,-2,0,3,0,-3,2
3282970204,0,0,-5,-4,-5,0,-1,0,2
3282971021,-2,2,4,2,1,5,0,-2,2
3282971021,4,-1,-6,4,3,-3,-2,0,2
3282984828,-5,-2,9,-4,-1,2,-2,-2,2
3282984828,1,1,-5,-1,0,4,1,1,2
3282985398,3,0,4,3,6,-12,-4,-2,2
3282985398,-4,2,-1,-1,-3,-15,-6,0,2
3283007001,-2,-2,-2,-1,2,35,18,5,2
3283007001,4,-2,3,3,-2,0,-2,-1,2
3283007755,-3,-2,-8,-1,-1,-6,0,1,2
3283007755,2,-1,5,-2,-3,-1,-3,-3,2
3283030239,-2,-1,4,5,5,-8,-4,-2,2
3283030239,0,-2,-4,2,0,7,2,0,2
3283030950,1,-1,-3,-3,-2,-1,1,1,2
3283030950,-2,-3,3,1,-2,11,8,1,2
3283044580,2,2,-13,0,-1,-4,-4,-1,2
3283044580,4,2,9,5,3,19,2,2,2
3283045331,1,-4,-4,-2,-4,-30,-8,-3,2
3283045331,2,1,6,3,5,22,4,2,2
3283066959,-7,-3,4,-6,-7,-8,-2,1,2
3283066959,-4,-2,-6,-9,-6,-3,-4,-1,2
3283067741,-2,-1,1,-4,-3,7,0,-5,2
3283067741,0,-1,1,5,0,-15,-1,-2,2
3283090184,-3,2,0,-6,0,19,-3,1,2
3283090184,0,1,8,-7,-2,-29,6,-1,2
3283090948,-3,4,-2,1,0,10,-1,3,2
3283090948,-5,0,-2,-11,-6,-15,-1,3,2
3283104435,2,-2,-5,-1,1,-2,-3,-2,2
3283104435,3,2,1,-1,-1,-1,-2,3,2
3283105238,-9,-3,-5,-1,-2,-18,0,-2,2
3283105238,-5,1,4,-1,-2,22,3,0,2
3283127012,2,0,-1,4,-2,3,-2,-3,2
3283127012,5,0,0,2,3,2,-3,-3,2
3283127831,-5,-4,-3,5,-4,-12,-1,-1,2
3283127831,5,0,-6,-5,1,14,-1,-1,2
3283150116,1,2,8,5,1,-6,0,1,2
3283150116,2,0,-3,3,2,7,4,-1,2
3283150935,9,2,-1,-2,0,7,0,-3,2
3283150935,-2,-3,-2,0,-2,-22,-6,-1,2
3283172653,-1,0,1,-7,-3,-7,-1,-2,2
3283172653,-3,2,0,7,0,17,2,-1,2
3283173451,4,2,-4,5,6,14,0,5,2
3283173451,1,1,0,-1,-4,-6,-2,0,2
3283186949,-3,-3,0,4,2,-10,-3,0,2
3283186949,-4,-1,-4,-6,-3,-8,-3,-3,2
3283187746,2,1,6,1,3,11,1,-1,2
3283187746,2,-1,-7,1,-2,-5,-2,-3,2
3283210163,-4,-2,0,0,-2,1,1,-1,2
3283210163,2,0,-3,7,7,11,0,-1,2
3283210952,-1,-1,-4,-1,2,11,0,1,2
3283210952,0,-3,7,1,-1,-8,1,1,2
3283224486,0,0,-8,-4,-2,-2,-2,-2,2
3283224486,0,2,-3,0,-4,0,3,-1,2
3283225299,-5,-5,-1,-7,-9,-19,-1,0,2
3283225299,0,0,-2,1,7,14,-5,-5,2
3283246986,-3,-2,2,1,-2,-6,1,1,2
3283246986,-8,-2,-4,-7,-1,-6,-2,-1,2
3283247794,1,-1,-4,-3,1,11,0,-4,2
3283247794,6,0,-5,-1,-2,-2,-2,-1,2
3283270175,0,-1,5,2,4,-1,-4,-1,2
3283270175,-8,-1,-12,-8,-4,-1,-3,1,2
3283270982,3,0,14,-2,-5,-4,0,-1,2
3283270982,7,-1,-3,2,4,5,5,0,2
3283283773,-11,-3,-4,1,-4,1,0,-3,2
3283283773,7,-1,10,5,5,-4,-1,1,2
3283292071,-2,1,-10,-4,-3,-5,0,-1,2
3283292071,-10,-2,7,4,-2,10,-1,0,2
3283306961,-1,-4,-14,3,1,-14,-1,5,2
3283306961,0,3,10,0,1,-3,-3,-1,2
3283307750,-5,-1,-1,-2,-4,1,2,0,2
3283307750,3,1,-1,-1,-3,-7,0,-2,2
3283330180,4,1,1,2,1,-7,0,-4,2
3283330180,-9,-5,-3,-8,-8,-3,-2,0,2
3283330931,5,4,16,8,4,10,0,0,2
3283330931,-12,-4,-11,-3,-3,-21,-6,1,2
3283343852,-6,3,10,-5,-14,4,0,3,2
3283343852,8,1,-6,1,9,-7,4,1,2
3283352005,-7,-2,-3,-7,-2,-1,-3,-5,2
3283352005,4,-2,7,3,7,25,3,1,2
3283366990,13,1,-8,2,1,28,3,-2,2
3283366990,-1,-1,8,0,1,-5,-3,-1,2
3283367775,-1,-2,-14,2,8,11,2,2,2
3283367775,5,1,-2,2,0,-16,-2,0,2
3283390123,-2,0,0,-3,-3,-2,-2,1,2
3283390123,1,-2,2,-4,-6,17,3,0,2
3283390927,5,-1,-1,2,3,-13,2,-2,2
3283390927,-8,-1,0,-8,-11,-14,-3,1,2
3283403785,6,2,5,7,7,21,1,-3,2
3283403785,-6,-3,-11,1,-4,-17,-6,-4,2
3283412025,0,0,4,-1,0,1,-2,-1,2
3283412025,-1,-1,-5,-1,2,9,1,-1,2
3283426949,-4,0,3,-5,-2,-9,0,0,2
3283426949,-1,-1,-3,1,-6,0,1,-3,2
3283427771,-1,-3,1,2,0,-16,-1,-2,2
3283427771,-2,-1,6,0,2,38,3,2,2
3283450165,2,0,0,-6,-3,-14,-3,-2,2
3283450165,0,-2,2,-4,1,-5,-2,0,2
3283450934,-4,0,-2,1,-5,-20,-3,-1,2
3283450934,2,2,5,-3,-3,-3,2,-1,2
3283463837,-10,0,-7,5,0,5,-1,1,2
3283463837,1,2,-6,2,-1,-3,-6,0,2
3283471998,0,1,14,-6,-7,-6,1,-4,2
3283471998,-6,0,-5,0,1,-8,2,1,2
3283487015,-5,-2,-4,0,-5,-10,-2,-2,2
3283487015,2,1,4,1,0,2,-1,-1,2
3283487762,-5,-2,-8,0,-7,-1,-4,0,2
3283487762,13,3,-2,5,14,35,5,-1,2
3283510107,1,0,2,-1,-3,-8,7,2,2
3283510107,3,2,-1,10,1,-7,-1,-6,2
3283510936,0,-5,-10,-4,0,4,-2,1,2
3283510936,-2,-2,5,2,2,-5,-1,1,2
3283523836,-1,-2,-4,-3,0,-4,3,2,2
3283523836,1,-1,6,1,0,14,0,0,2
3283532087,-3,-2,-4,3,1,-1,-2,4,2
3283532087,-8,-2,-6,-1,-3,-16,-4,-5,2
3283546952,5,0,8,9,2,-13,-1,-1,2
3283546952,-8,-5,1,-1,1,5,4,3,2
3283547762,5,2,4,1,3,10,0,-3,2
3283547762,3,1,-1,0,-2,-5,-3,-1,2
3283570178,2,0,-8,-6,-3,-9,-6,-4,2
3283570178,-4,1,8,2,4,-2,3,1,2
3283570938,3,0,-1,-2,-3,27,2,1,2
3283570938,2,-2,-4,-1,-6,-26,-5,0,2
3283592670,2,4,1,5,5,14,-2,-2,2
3283592670,-7,-2,-6,-7,-6,-15,4,4,2
3283593455,-5,1,1,2,2,-3,1,3,2
3283593455,2,1,1,-2,-5,-18,-4,-1,2
3283606953,-2,-2,2,-6,0,17,-1,-3,2
3283606953,-1,-3,-7,1,0,3,-1,-2,2
3283607765,-3,0,-8,-5,1,12,1,1,2
3283607765,-4,-1,2,-5,-4,-11,2,0,2
3283630169,-2,-1,-1,2,3,-8,0,0,2
3283630169,5,1,7,-1,-4,8,-3,-3,2
3283630988,-2,0,-16,-5,-7,-10,0,2,2
3283630988,-4,-2,1,-2,-2,11,-1,-3,2
3283652692,-4,-5,1,-2,-8,-8,-4,0,2
3283652692,1,2,-2,-1,6,7,5,2,2
3283653414,-1,-1,0,2,-1,-19,-3,-3,2
3283653414,-1,1,-4,-3,-4,4,0,0,2
3283667003,5,1,2,-8,-1,3,1,1,2
3283667003,0,0,0,1,-4,-1,-5,-3,2
3283667734,-1,-1,5,-2,1,-10,0,1,2
3283667734,-4,-3,-1,-2,0,13,2,1,2
3283690089,4,0,-7,1,2,6,-2,-3,2
3283690089,2,1,-3,1,-2,-12,-3,-1,2
3283691000,5,0,6,3,5,16,0,-3,2
3283691000,-4,0,-1,-3,-4,-17,0,0,2
3283712669,1,-1,0,5,5,4,2,0,2
3283712669,-1,-1,-5,-3,-6,-5,-3,-1,2
3283713461,11,5,-3,10,7,39,8,-1,2
3283713461,5,3,6,5,1,8,-4,-3,2
3283726961,-1,-3,-5,-2,0,-1,1,0,2
3283726961,0,-2,1,-7,-2,-5,-2,-2,2
3283727695,-3,-4,5,2,-2,-11,-1,-3,2
3283727695,-6,-2,-2,-6,3,-10,3,-1,2
3283750203,-3,2,-7,-4,1,16,1,2,2
3283750203,-1,-4,-3,8,1,-8,-2,-2,2
3283750957,-2,0,2,0,1,-8,-4,1,2
3283750957,2,-1,1,1,-3,-11,-2,-2,2
3283772712,-4,0,2,-3,1,-14,-4,-4,2
3283772712,-8,-3,-6,-4,-1,45,5,7,2
3283773495,-1,0,-1,-4,0,-16,-2,-2,2
3283773495,0,-3,1,-2,-2,-4,1,1,2
3283786969,-1,-1,3,-3,-2,-15,-6,0,2
3283786969,2,3,1,-1,0,-3,0,-3,2
3283787803,1,-1,6,-1,-7,-2,0,1,2
3283787803,4,2,-1,-1,4,21,3,0,2
3283810192,-3,-1,-4,7,-1,-6,1,-1,2
3283810192,-2,1,-2,1,2,-1,-6,-2,2
3283810942,-3,0,3,-12,-4,-4,-1,-3,2
3283810942,2,1,2,2,-1,0,-4,-3,2
3283832648,-3,-2,-5,-2,-4,-1,-5,0,2
3283832648,0,0,2,4,3,7,4,0,2
3283833440,2,2,4,-1,4,-2,0,0,2
3283833440,2,-1,1,-7,-4,5,-1,1,2
3283846930,-1,-2,6,8,1,1,4,1,2
3283846930,0,-1,-3,-11,-7,-36,-8,-1,2
3283847744,1,1,-1,4,7,35,-2,-1,2
3283847744,-5,0,-7,7,-2,-1,8,2,2
3283870279,6,0,-5,-4,-2,-11,-3,0,2
3283870279,1,-5,2,1,-3,-4,-6,-2,2
3283871362,-3,-1,0,1,-5,0,1,0,2
3283871362,2,-2,-4,0,3,9,-4,0,2
3283892653,-6,-3,4,6,-5,-13,-2,-2,2
3283892653,5,2,-4,-2,1,15,2,-2,2
3283893619,0,0,2,4,0,-12,-4,1,2
3283893619,-5,4,-2,-3,0,3,1,0,2
3283907061,-3,1,0,-4,-4,-1,1,1,2
3283907061,2,-3,0,0,0,-4,2,1,2
3283907765,2,0,3,0,1,-12,2,1,2
3283907765,-3,-4,-3,-7,-6,-19,-3,-1,2
3283930413,2,2,4,1,8,24,5,0,2
3283930413,-5,-3,-4,-3,-5,3,-4,-2,2
3283931056,-3,0,-2,1,-6,8,1,-5,2
3283931056,-4,-4,-3,-1,0,-24,-2,-3,2
3283952894,-4,-3,-7,-3,5,10,1,0,2
3283952894,-3,-3,2,1,-4,-16,-1,-1,2
3283953567,3,1,-2,0,3,19,0,-1,2
3283953567,5,-1,7,7,4,21,2,-1,2
3283967278,1,1,6,-6,-7,-8,-6,-4,2
3283967278,0,1,-8,-3,3,-21,3,3,2
3283967866,-13,-3,-8,-9,-13,8,2,-1,2
3283967866,3,0,2,4,3,-9,-1,1,2
3283990420,-1,1,-1,-4,-1,3,-1,-2,2
3283990420,-1,1,6,0,-1,-6,0,-1,2
3283991031,-4,2,-1,2,-1,-8,-4,-2,2
3283991031,3,0,-4,2,-3,13,0,-1,2
3284012780,0,-3,2,3,3,-15,-5,-4,2
3284012780,-9,0,-9,-7,-3,18,-1,1,2
3284013513,2,-1,-3,-2,-1,-14,-3,1,2
3284013513,-2,-1,-4,2,0,7,0,0,2
3284027295,2,-1,7,2,1,-9,-1,-1,2
3284027295,0,0,1,2,-3,-5,0,0,2
3284027875,3,-1,0,3,6,6,-2,-2,2
3284027875,-10,0,-5,-3,-3,-16,-3,4,2
3284050434,3,-1,-8,-11,-5,17,3,-1,2
3284050434,-2,-2,3,5,5,3,0,-2,2
